experiment,best_fitness,test_fitness,test_accuracy,param_count,fitness_method,alpha,beta,max_generations,num_epochs,batch_size,learning_rate,mutation_rate
MNIST_InceptionCRO_20250411_030344,1.785740052923841,1.944212212923841,98.96,177048,poly,7,1.0,100,100,128,0.001,0.2
